avg_mae_pct,avg_mfe_pct,avg_pnl_pct,big_3pct,big_5pct,filter,median_pnl_pct,profit_factor,trades,win_rate
0.023753581168742065,0.057339881999141605,0.028891822930552452,0.4,0.2,sell_ratio>=0.6 & low_sec>=0.75,0.01754388836806833,3.8855097913723315,20,0.65
0.023655710409871078,0.053085850629145254,0.024755048284953767,0.3333333333333333,0.16666666666666666,sell_ratio>=0.6 & low_sec>=0.65,0.01754388836806833,3.4932230497979284,24,0.625
0.024384802297227847,0.05066821220549381,0.020670717327744406,0.3103448275862069,0.1724137931034483,sell_ratio>=0.52 & low_sec>=0.75,0.008471901692439632,2.556035821287551,29,0.5172413793103449
0.024384802297227847,0.05066821220549381,0.020670717327744406,0.3103448275862069,0.1724137931034483,close_pos<=0.35 & low_sec>=0.75,0.008471901692439632,2.556035821287551,29,0.5172413793103449
0.024384802297227847,0.05066821220549381,0.020670717327744406,0.3103448275862069,0.1724137931034483,close_pos<=0.45 & low_sec>=0.75,0.008471901692439632,2.556035821287551,29,0.5172413793103449
0.024384802297227847,0.05066821220549381,0.020670717327744406,0.3103448275862069,0.1724137931034483,low_sec>=0.65 & low_sec>=0.75,0.008471901692439632,2.556035821287551,29,0.5172413793103449
0.024384802297227847,0.05066821220549381,0.020670717327744406,0.3103448275862069,0.1724137931034483,low_sec>=0.75,0.008471901692439632,2.556035821287551,29,0.5172413793103449
0.022000946416937117,0.04455943758204318,0.015666091752765877,0.22857142857142856,0.11428571428571428,sell_ratio>=0.52 & sell_ratio>=0.6,0.01044353496739383,2.4359958361805973,35,0.5714285714285714
0.022000946416937117,0.04455943758204318,0.015666091752765877,0.22857142857142856,0.11428571428571428,sell_ratio>=0.56 & sell_ratio>=0.6,0.01044353496739383,2.4359958361805973,35,0.5714285714285714
0.022000946416937117,0.04455943758204318,0.015666091752765877,0.22857142857142856,0.11428571428571428,sell_ratio>=0.6,0.01044353496739383,2.4359958361805973,35,0.5714285714285714
0.022000946416937117,0.04455943758204318,0.015666091752765877,0.22857142857142856,0.11428571428571428,sell_ratio>=0.6 & close_pos<=0.35,0.01044353496739383,2.4359958361805973,35,0.5714285714285714
0.022000946416937117,0.04455943758204318,0.015666091752765877,0.22857142857142856,0.11428571428571428,sell_ratio>=0.6 & close_pos<=0.45,0.01044353496739383,2.4359958361805973,35,0.5714285714285714
0.025194130017324335,0.04793274978383224,0.017757387045508832,0.25,0.16666666666666666,last10_sell>=0.55 & low_sec>=0.75,-0.0032014280185701845,2.2947122168963947,24,0.5
0.02389883975980362,0.045827308421321634,0.014762104305969607,0.21739130434782608,0.13043478260869565,sell_ratio>=0.6 & last10_sell>=0.55,0.010392350083049973,2.263107508546201,23,0.5652173913043478
0.025052283215879777,0.04651107767529556,0.01664325882358036,0.2962962962962963,0.14814814814814814,sell_ratio>=0.56 & low_sec>=0.75,0.008471901692439632,2.2580117001455355,27,0.5185185185185185
0.024695873959976737,0.04667305079513754,0.015990308416034937,0.2571428571428571,0.14285714285714285,close_pos<=0.35 & low_sec>=0.65,-0.008113665872298536,2.167524283326122,35,0.4857142857142857
0.02448471126925564,0.045522427069125695,0.015185157572500095,0.25,0.1388888888888889,sell_ratio>=0.52 & low_sec>=0.65,-0.01055439391175903,2.11031472098024,36,0.4722222222222222
0.02448471126925564,0.045522427069125695,0.015185157572500095,0.25,0.1388888888888889,close_pos<=0.45 & low_sec>=0.65,-0.01055439391175903,2.11031472098024,36,0.4722222222222222
0.02448471126925564,0.045522427069125695,0.015185157572500095,0.25,0.1388888888888889,low_sec>=0.65,-0.01055439391175903,2.11031472098024,36,0.4722222222222222
0.0273654022606843,0.0531924936844453,0.017828609266020874,0.3,0.2,low_sec>=0.65 & last10_ret<=-0.002,-0.028037354085603126,2.0365359405717536,20,0.4
0.02581469143481299,0.045403642029403085,0.01472651624342816,0.2222222222222222,0.14814814814814814,last10_sell>=0.55 & low_sec>=0.65,-0.014874757729580001,2.032119134629133,27,0.48148148148148145
0.026471232072191316,0.04777443990221273,0.014423060172849654,0.18181818181818182,0.18181818181818182,close_pos<=0.25 & low_sec>=0.75,-0.027200599455038697,1.8883061017586764,22,0.4090909090909091
0.022858002740193454,0.041119960415193245,0.011286366281687457,0.20833333333333334,0.10416666666666667,sell_ratio>=0.52 & close_pos<=0.35,-0.007629162039710457,1.8598563960645431,48,0.4791666666666667
0.02502064664418675,0.04191847993418191,0.011664201715943685,0.23529411764705882,0.11764705882352941,sell_ratio>=0.56 & low_sec>=0.65,-0.01055439391175903,1.854125241405737,34,0.47058823529411764
0.027277854621620964,0.0503644773762647,0.014366365864410154,0.2727272727272727,0.18181818181818182,last10_sell>=0.55 & last10_ret<=-0.002,-0.02803735408560307,1.8219689017152776,22,0.36363636363636365
0.022795655883031205,0.04029030368771241,0.01076932289782972,0.20408163265306123,0.10204081632653061,close_pos<=0.35,-0.008113665872298536,1.819289631519673,49,0.46938775510204084
0.022795655883031205,0.04029030368771241,0.01076932289782972,0.20408163265306123,0.10204081632653061,close_pos<=0.35 & close_pos<=0.45,-0.008113665872298536,1.819289631519673,49,0.46938775510204084
0.025449017296361814,0.04528312696911551,0.011393176432187905,0.23809523809523808,0.14285714285714285,sell_ratio>=0.56 & last10_sell>=0.6,-0.012987690432663101,1.7779480890023844,21,0.42857142857142855
0.025449017296361814,0.04528312696911551,0.011393176432187905,0.23809523809523808,0.14285714285714285,last10_sell>=0.6 & close_pos<=0.35,-0.012987690432663101,1.7779480890023844,21,0.42857142857142855
0.024162629731456754,0.04192877567616373,0.0107272146885975,0.18181818181818182,0.12121212121212122,last10_sell>=0.55 & close_pos<=0.35,-0.012987690432663101,1.7679976139510558,33,0.45454545454545453
0.02738247998235005,0.049199366155262166,0.013090200338446928,0.25,0.16666666666666666,sell_ratio>=0.52 & last10_ret<=-0.002,-0.02803735408560307,1.7615134855344061,24,0.375
0.02738247998235005,0.049199366155262166,0.013090200338446928,0.25,0.16666666666666666,close_pos<=0.35 & last10_ret<=-0.002,-0.02803735408560307,1.7615134855344061,24,0.375
0.02738247998235005,0.049199366155262166,0.013090200338446928,0.25,0.16666666666666666,close_pos<=0.45 & last10_ret<=-0.002,-0.02803735408560307,1.7615134855344061,24,0.375
0.02738247998235005,0.049199366155262166,0.013090200338446928,0.25,0.16666666666666666,last10_ret<=-0.002,-0.02803735408560307,1.7615134855344061,24,0.375
0.026809006767423003,0.046887442073826203,0.012549902771365468,0.17391304347826086,0.17391304347826086,last10_sell>=0.55 & close_pos<=0.25,-0.028037354085603015,1.748054736948315,23,0.391304347826087
0.02371071867932404,0.040767628730389596,0.010159959643696944,0.17647058823529413,0.11764705882352941,sell_ratio>=0.52 & last10_sell>=0.55,-0.010773573635342237,1.7357649588285087,34,0.4411764705882353
0.02371071867932404,0.040767628730389596,0.010159959643696944,0.17647058823529413,0.11764705882352941,last10_sell>=0.55,-0.010773573635342237,1.7357649588285087,34,0.4411764705882353
0.02371071867932404,0.040767628730389596,0.010159959643696944,0.17647058823529413,0.11764705882352941,last10_sell>=0.55 & close_pos<=0.45,-0.010773573635342237,1.7357649588285087,34,0.4411764705882353
0.02469213714466103,0.043336156630512226,0.010486238556269302,0.22727272727272727,0.13636363636363635,sell_ratio>=0.52 & last10_sell>=0.6,-0.010773573635342237,1.7298054418984117,22,0.4090909090909091
0.02469213714466103,0.043336156630512226,0.010486238556269302,0.22727272727272727,0.13636363636363635,last10_sell>=0.55 & last10_sell>=0.6,-0.010773573635342237,1.7298054418984117,22,0.4090909090909091
0.02469213714466103,0.043336156630512226,0.010486238556269302,0.22727272727272727,0.13636363636363635,last10_sell>=0.6,-0.010773573635342237,1.7298054418984117,22,0.4090909090909091
0.02469213714466103,0.043336156630512226,0.010486238556269302,0.22727272727272727,0.13636363636363635,last10_sell>=0.6 & close_pos<=0.45,-0.010773573635342237,1.7298054418984117,22,0.4090909090909091
0.023392095460247755,0.03910450736310053,0.009650071542081449,0.19607843137254902,0.09803921568627451,sell_ratio>=0.52 & close_pos<=0.45,-0.008559456838021373,1.7241452744305932,51,0.45098039215686275
0.02332307452330536,0.03836147415936076,0.00919432479074639,0.19230769230769232,0.09615384615384616,close_pos<=0.45,-0.010773573635342237,1.6892271409201767,52,0.4423076923076923
0.023568895279921752,0.03853581930291021,0.008925313356933669,0.19230769230769232,0.09615384615384616,sell_ratio>=0.52,-0.010773573635342237,1.6558360504054361,52,0.4423076923076923
0.023183402429096354,0.038264761808759463,0.008514407983762606,0.1956521739130435,0.08695652173913043,sell_ratio>=0.56 & close_pos<=0.35,-0.007629162039710457,1.6505976603313002,46,0.4782608695652174
0.026954083379405108,0.04533139694177165,0.01088469231797859,0.16666666666666666,0.16666666666666666,close_pos<=0.25 & low_sec>=0.65,-0.02803735408560307,1.6320964983827697,24,0.375
0.023053841038988287,0.03756233276301375,0.00805675841067788,0.19148936170212766,0.0851063829787234,sell_ratio>=0.52 & sell_ratio>=0.56,-0.008113665872298536,1.6157200530170546,47,0.46808510638297873
0.023053841038988287,0.03756233276301375,0.00805675841067788,0.19148936170212766,0.0851063829787234,sell_ratio>=0.56,-0.008113665872298536,1.6157200530170546,47,0.46808510638297873
0.023053841038988287,0.03756233276301375,0.00805675841067788,0.19148936170212766,0.0851063829787234,sell_ratio>=0.56 & close_pos<=0.45,-0.008113665872298536,1.6157200530170546,47,0.46808510638297873
