rows,symbols,precision,true_events,fake_events,median_future_drop_5m,median_future_drop_15m,median_future_drop_30m,median_adverse_5m,p80_adverse_5m,post_pump_share,downtrend_share,other_share,period,cutoff_sec,quantile,threshold,mode,auc,train_rows,validation_rows,train_pos_rate,validation_pos_rate,features,score_metric
429,123,100.0,429,0,3.083,5.474,7.256,1.092,1.737,60.606,0.932,34.266,train,59,0.95,0.9998695526008996,preclose_agg,0.9213052181188273,8569,5752,0.5481386392811296,0.5104311543810849,48,9.549812604343805
429,120,100.0,429,0,3.083,5.367,7.125,1.05,1.683,60.14,0.699,34.499,train,50,0.95,0.9997283439323983,preclose_agg,0.9192869943361069,8569,5752,0.5481386392811296,0.5104311543810849,48,9.541292604343804
6145,188,76.355,4692,1453,1.211,2.693,5.69,0.666,1.693,26.249,8.853,25.5,train,59,0.5,0.5739110572043264,preclose_agg,0.9213052181188273,8569,5752,0.5481386392811296,0.5104311543810849,48,9.130798371345215
6145,188,76.355,4692,1453,1.211,2.693,5.69,0.666,1.693,26.249,8.853,25.5,train,59,0.6,0.5739110572043264,preclose_agg,0.9213052181188273,8569,5752,0.5481386392811296,0.5104311543810849,48,9.130798371345215
6127,188,76.236,4671,1456,1.209,2.683,5.685,0.669,1.698,26.293,8.862,25.559,train,50,0.5,0.5740997417204745,preclose_agg,0.9192869943361069,8569,5752,0.5481386392811296,0.5104311543810849,48,9.120591855710213
6127,188,76.236,4671,1456,1.209,2.683,5.685,0.669,1.698,26.293,8.862,25.559,train,50,0.6,0.5740997417204745,preclose_agg,0.9192869943361069,8569,5752,0.5481386392811296,0.5104311543810849,48,9.120591855710213
6103,188,76.143,4647,1456,1.201,2.665,5.679,0.671,1.702,26.331,8.75,25.627,train,40,0.5,0.5744769785074242,preclose_agg,0.9173421755050261,8569,5752,0.5481386392811296,0.5104311543810849,48,9.110569786482145
6103,188,76.143,4647,1456,1.201,2.665,5.679,0.671,1.702,26.331,8.75,25.627,train,40,0.6,0.5744769785074242,preclose_agg,0.9173421755050261,8569,5752,0.5481386392811296,0.5104311543810849,48,9.110569786482145
6057,188,75.945,4600,1457,1.193,2.652,5.673,0.67,1.705,26.383,8.767,25.59,train,30,0.5,0.5740879790260569,preclose_agg,0.9134251003365961,8569,5752,0.5481386392811296,0.5104311543810849,48,9.093107495793591
6057,188,75.945,4600,1457,1.193,2.652,5.673,0.67,1.705,26.383,8.767,25.59,train,30,0.6,0.5740879790260569,preclose_agg,0.9134251003365961,8569,5752,0.5481386392811296,0.5104311543810849,48,9.093107495793591
6031,188,75.725,4567,1464,1.193,2.642,5.668,0.675,1.716,26.43,8.705,25.584,train,20,0.5,0.5741219810378977,preclose_agg,0.9098780191154192,8569,5752,0.5481386392811296,0.5104311543810849,48,9.075676954843896
6031,188,75.725,4567,1464,1.193,2.642,5.668,0.675,1.716,26.43,8.705,25.584,train,20,0.6,0.5741219810378977,preclose_agg,0.9098780191154192,8569,5752,0.5481386392811296,0.5104311543810849,48,9.075676954843896
